,fips,valid_start,valid_end,none,d0,d1,d2,d4,diff
1453,5045,2013-07-09,2014-01-13,242.02,1674.9699999999993,783.01,0.0,0.0,188 days 00:00:00.000000000
1454,5045,2014-09-30,2015-03-23,461.98,1886.9,151.12,0.0,0.0,174 days 00:00:00.000000000
1455,5045,2015-08-11,2015-11-16,797.37,467.81999999999994,134.48000000000002,0.33,0.0,97 days 00:00:00.000000000
1456,5045,2016-04-19,2016-05-02,197.26,2.74,0.0,0.0,0.0,13 days 00:00:00.000000000
1457,5045,2016-07-05,2016-08-15,255.27999999999997,344.72,0.0,0.0,0.0,41 days 00:00:00.000000000
1458,5045,2016-10-11,2017-05-01,71.0,1737.5600000000002,919.45,171.99,0.0,202 days 00:00:00.000000000
1459,5045,2017-09-19,2018-01-01,90.7,342.98,519.5,363.77,0.0,104 days 00:00:00.000000000
1460,5047,2010-06-22,2010-06-28,86.65,13.35,0.0,0.0,0.0,6 days 00:00:00.000000000
1461,5047,2010-08-24,2010-09-20,95.34,268.46000000000004,36.2,0.0,0.0,27 days 00:00:00.000000000
1462,5047,2010-11-16,2011-05-02,545.5600000000001,253.27999999999997,1471.37,129.79,0.0,167 days 00:00:00.000000000
1463,5047,2011-06-28,2011-11-21,0.0,418.39000000000004,1465.5,216.11,0.0,146 days 00:00:00.000000000
1464,5047,2012-05-22,2013-05-27,350.54999999999995,445.07,704.3800000000001,1719.12,364.7099999999999,370 days 00:00:00.000000000
1465,5047,2013-07-09,2013-08-26,140.69,558.54,0.77,0.0,0.0,48 days 00:00:00.000000000
1466,5047,2014-02-25,2014-03-17,0.0,300.0,0.0,0.0,0.0,20 days 00:00:00.000000000
1467,5047,2014-04-29,2014-10-13,1746.9499999999994,653.0100000000001,0.04,0.0,0.0,167 days 00:00:00.000000000
1468,5047,2014-12-23,2015-01-05,196.72,3.28,0.0,0.0,0.0,13 days 00:00:00.000000000
1469,5047,2015-02-10,2015-04-13,291.15999999999997,608.8399999999999,0.0,0.0,0.0,62 days 00:00:00.000000000
1470,5047,2015-09-29,2015-11-16,537.6700000000001,162.05,0.28,0.0,0.0,48 days 00:00:00.000000000
1471,5047,2016-03-29,2016-04-04,46.15,53.85,0.0,0.0,0.0,6 days 00:00:00.000000000
1472,5047,2016-04-19,2016-05-02,2.8400000000000034,197.16,0.0,0.0,0.0,13 days 00:00:00.000000000
1473,5047,2016-10-04,2017-05-22,253.71,457.61000000000007,840.6700000000001,962.5,0.0,230 days 00:00:00.000000000
1474,5047,2017-09-19,2018-01-01,98.35,298.59000000000003,633.4699999999999,469.59,0.0,104 days 00:00:00.000000000
1475,5049,2010-06-22,2011-04-25,120.27999999999999,2449.39,1761.9399999999998,68.38999999999999,0.0,307 days 00:00:00.000000000
1476,5049,2011-06-28,2011-11-14,528.4300000000002,1292.4299999999996,179.13999999999996,0.0,0.0,139 days 00:00:00.000000000
1477,5049,2012-05-01,2013-04-29,309.1,1224.8000000000002,646.4000000000004,1772.55,483.30999999999995,363 days 00:00:00.000000000
1478,5049,2013-07-09,2013-07-29,1.7000000000000095,294.62,3.68,0.0,0.0,20 days 00:00:00.000000000
1479,5049,2014-02-25,2014-05-19,0.20000000000003126,1199.8,0.0,0.0,0.0,83 days 00:00:00.000000000
1480,5049,2014-08-19,2015-03-02,1468.2199999999996,1331.78,0.0,0.0,0.0,195 days 00:00:00.000000000
1481,5049,2015-09-08,2015-11-09,411.4300000000001,488.57,0.0,0.0,0.0,62 days 00:00:00.000000000
1482,5049,2016-03-29,2016-04-04,0.0,100.0,0.0,0.0,0.0,6 days 00:00:00.000000000
1483,5049,2016-04-19,2016-05-16,0.0,400.0,0.0,0.0,0.0,27 days 00:00:00.000000000
1484,5049,2016-11-15,2017-05-01,0.18999999999999773,911.7300000000002,942.1699999999998,545.9099999999999,0.0,167 days 00:00:00.000000000
1485,5049,2017-09-12,2018-01-01,19.86,280.28,499.86,502.7,0.0,111 days 00:00:00.000000000
1486,5051,2010-06-29,2010-08-16,578.27,121.72999999999999,0.0,0.0,0.0,48 days 00:00:00.000000000
1487,5051,2010-08-31,2011-05-02,9.759999999999991,690.24,629.06,2170.94,0.0,244 days 00:00:00.000000000
1488,5051,2011-06-28,2011-12-05,177.88,399.60999999999996,493.0600000000002,1146.8,0.0,160 days 00:00:00.000000000
1489,5051,2012-05-22,2013-04-08,0.0,1009.76,708.67,745.9099999999997,541.52,321 days 00:00:00.000000000
1490,5051,2013-04-23,2013-05-27,351.53999999999996,148.46,0.0,0.0,0.0,34 days 00:00:00.000000000
1491,5051,2013-07-09,2013-08-26,326.29,337.9599999999999,35.74999999999999,0.0,0.0,48 days 00:00:00.000000000
1492,5051,2013-09-10,2013-12-23,1471.6299999999997,28.369999999999997,0.0,0.0,0.0,104 days 00:00:00.000000000
1493,5051,2014-04-29,2014-06-02,453.86999999999995,46.129999999999995,0.0,0.0,0.0,34 days 00:00:00.000000000
1494,5051,2014-09-30,2014-10-13,199.86,0.14,0.0,0.0,0.0,13 days 00:00:00.000000000
1495,5051,2014-11-11,2015-01-05,88.59,711.41,0.0,0.0,0.0,55 days 00:00:00.000000000
1496,5051,2015-01-13,2015-03-23,366.64,626.5200000000001,6.84,0.0,0.0,69 days 00:00:00.000000000
1497,5051,2015-08-11,2015-11-23,176.14000000000001,545.52,447.57000000000005,261.3,0.0,104 days 00:00:00.000000000
1498,5051,2016-04-19,2016-05-02,199.64,0.36,0.0,0.0,0.0,13 days 00:00:00.000000000
1499,5051,2016-07-05,2016-08-15,110.14,489.86,0.0,0.0,0.0,41 days 00:00:00.000000000
1500,5051,2016-10-11,2017-05-01,771.94,1320.7900000000004,607.2699999999998,200.0,0.0,202 days 00:00:00.000000000
1501,5051,2017-09-19,2018-01-01,0.0,397.22,459.59,243.19,0.0,104 days 00:00:00.000000000
1502,5053,2010-06-08,2011-05-02,175.37,1238.3399999999997,503.4,2782.8900000000003,0.0,328 days 00:00:00.000000000
1503,5053,2011-06-28,2011-12-05,96.49000000000001,742.17,1262.9799999999998,198.36,0.0,160 days 00:00:00.000000000
1504,5053,2012-05-22,2013-01-21,46.28,1094.8899999999999,574.4599999999998,1041.4900000000002,80.53,244 days 00:00:00.000000000
1505,5053,2013-03-12,2013-04-08,399.44,0.56,0.0,0.0,0.0,27 days 00:00:00.000000000
1506,5053,2013-05-14,2013-05-27,139.42000000000002,60.58,0.0,0.0,0.0,13 days 00:00:00.000000000
1507,5053,2013-07-09,2013-11-25,5.960000000000019,917.02,1034.93,42.09,0.0,139 days 00:00:00.000000000
1508,5053,2014-05-06,2014-06-02,381.57,18.43,0.0,0.0,0.0,27 days 00:00:00.000000000
1509,5053,2014-09-30,2014-10-13,185.06,14.94,0.0,0.0,0.0,13 days 00:00:00.000000000
1510,5053,2014-11-18,2015-01-05,563.75,136.25,0.0,0.0,0.0,48 days 00:00:00.000000000
1511,5053,2015-01-13,2015-03-16,388.14000000000004,462.19,49.669999999999995,0.0,0.0,62 days 00:00:00.000000000
1512,5053,2015-08-11,2015-11-23,0.0,454.87,593.71,351.42,0.0,104 days 00:00:00.000000000
1513,5053,2016-07-12,2016-08-15,401.05,98.95,0.0,0.0,0.0,34 days 00:00:00.000000000
1514,5053,2016-09-27,2016-12-26,88.69,411.31,600.0,200.0,0.0,90 days 00:00:00.000000000
1515,5053,2017-02-07,2017-05-01,767.79,432.21000000000004,0.0,0.0,0.0,83 days 00:00:00.000000000
1516,5053,2017-09-19,2018-01-01,49.120000000000005,679.91,174.79,306.04,0.0,104 days 00:00:00.000000000
1517,5055,2010-06-22,2010-06-28,22.239999999999995,77.76,0.0,0.0,0.0,6 days 00:00:00.000000000
1518,5055,2010-07-06,2011-04-25,72.62999999999997,1319.12,777.8000000000002,1318.5299999999997,0.0,293 days 00:00:00.000000000
1519,5055,2011-06-28,2011-11-21,774.7499999999998,1325.2500000000002,0.0,0.0,0.0,146 days 00:00:00.000000000
1520,5055,2012-05-01,2013-02-04,5.860000000000013,987.52,906.62,828.5799999999998,553.35,279 days 00:00:00.000000000
1521,5055,2013-07-16,2013-07-29,135.34,64.66,0.0,0.0,0.0,13 days 00:00:00.000000000
1522,5055,2014-09-09,2015-03-09,1252.77,1116.4099999999999,230.82000000000005,0.0,0.0,181 days 00:00:00.000000000
1523,5055,2015-10-13,2015-10-26,94.88,105.12,0.0,0.0,0.0,13 days 00:00:00.000000000
1524,5055,2015-11-10,2015-11-16,80.36,19.64,0.0,0.0,0.0,6 days 00:00:00.000000000
1525,5055,2016-07-19,2016-08-15,393.15999999999997,6.84,0.0,0.0,0.0,27 days 00:00:00.000000000
1526,5055,2016-11-01,2016-12-26,0.0,200.0,539.16,60.84,0.0,55 days 00:00:00.000000000
1527,5055,2017-02-21,2017-04-24,396.79999999999995,472.75,30.450000000000003,0.0,0.0,62 days 00:00:00.000000000
1528,5055,2017-10-03,2018-01-01,34.49000000000003,476.1,593.0600000000001,196.35000000000002,0.0,90 days 00:00:00.000000000
1529,5057,2010-05-11,2010-05-24,142.5,57.5,0.0,0.0,0.0,13 days 00:00:00.000000000
1530,5057,2010-06-01,2012-03-12,1162.5899999999997,2599.5399999999986,1453.4199999999996,986.2299999999999,14.96,650 days 00:00:00.000000000
1531,5057,2012-05-22,2013-06-24,358.73,728.3400000000001,2400.920000000001,1404.3300000000006,29.68,398 days 00:00:00.000000000
1532,5057,2013-07-02,2013-12-09,230.45,1011.13,769.49,288.94999999999993,0.0,160 days 00:00:00.000000000
1533,5057,2014-02-25,2015-01-05,2812.940000000001,1687.0600000000004,0.0,0.0,0.0,314 days 00:00:00.000000000
1534,5057,2015-02-10,2015-03-09,298.29999999999995,101.69999999999999,0.0,0.0,0.0,27 days 00:00:00.000000000
1535,5057,2015-08-11,2015-11-23,160.12,564.53,284.17,321.85,0.1,104 days 00:00:00.000000000
1536,5057,2016-07-12,2016-08-15,66.77000000000001,433.23,0.0,0.0,0.0,34 days 00:00:00.000000000
1537,5057,2016-09-27,2016-12-26,48.72,308.24,674.2,268.84000000000003,0.0,90 days 00:00:00.000000000
1538,5057,2017-03-07,2017-03-13,99.47,0.53,0.0,0.0,0.0,6 days 00:00:00.000000000
1539,5057,2017-03-21,2017-05-01,397.41,202.59,0.0,0.0,0.0,41 days 00:00:00.000000000
1540,5057,2017-09-19,2018-01-01,0.0,420.47,385.88,401.6,0.0,104 days 00:00:00.000000000
1541,5059,2010-06-08,2010-06-14,33.489999999999995,66.51,0.0,0.0,0.0,6 days 00:00:00.000000000
1542,5059,2010-06-29,2011-05-02,209.19999999999996,1315.2800000000002,190.03999999999996,2685.48,0.0,307 days 00:00:00.000000000
1543,5059,2011-06-28,2011-12-05,66.65000000000002,510.80000000000007,772.7,868.9999999999999,0.0,160 days 00:00:00.000000000
1544,5059,2012-05-22,2013-05-27,559.3199999999999,1256.35,1225.2099999999998,1012.9799999999997,353.59999999999997,370 days 00:00:00.000000000
1545,5059,2013-07-09,2013-11-25,1167.11,711.57,121.32,0.0,0.0,139 days 00:00:00.000000000
1546,5059,2014-04-29,2014-06-02,202.05,297.95,0.0,0.0,0.0,34 days 00:00:00.000000000
1547,5059,2014-07-08,2014-07-14,99.98,0.02,0.0,0.0,0.0,6 days 00:00:00.000000000
1548,5059,2014-11-18,2015-01-05,256.40999999999997,443.59000000000003,0.0,0.0,0.0,48 days 00:00:00.000000000
1549,5059,2015-01-13,2015-03-16,395.86,503.38,0.76,0.0,0.0,62 days 00:00:00.000000000
1550,5059,2015-08-11,2015-11-23,0.0,700.0,318.03,381.97,0.0,104 days 00:00:00.000000000
1551,5059,2016-07-05,2016-08-15,132.82,467.18,0.0,0.0,0.0,41 days 00:00:00.000000000
1552,5059,2016-10-11,2016-12-26,0.0,300.0,600.0,200.0,0.0,76 days 00:00:00.000000000
1553,5059,2017-02-07,2017-03-27,277.25,422.75,0.0,0.0,0.0,48 days 00:00:00.000000000
1554,5059,2017-09-19,2018-01-01,0.0,403.06,402.71,299.55,0.0,104 days 00:00:00.000000000
1555,5061,2010-06-01,2010-06-14,95.03,104.97,0.0,0.0,0.0,13 days 00:00:00.000000000
1556,5061,2010-06-29,2010-08-02,407.41999999999996,92.58000000000001,0.0,0.0,0.0,34 days 00:00:00.000000000
1557,5061,2010-08-31,2011-05-23,334.65000000000003,667.8500000000001,1067.3300000000004,1669.5700000000004,0.0,265 days 00:00:00.000000000
1558,5061,2011-06-28,2012-03-12,1158.6699999999998,403.0699999999998,538.2600000000001,100.0,0.0,258 days 00:00:00.000000000
1559,5061,2012-05-22,2013-05-27,0.0,818.8600000000001,770.2899999999998,1223.0400000000004,348.04,370 days 00:00:00.000000000
1560,5061,2013-07-02,2013-12-09,480.99,1335.5899999999997,429.04,54.4,0.0,160 days 00:00:00.000000000
1561,5061,2014-02-25,2014-03-03,96.13,3.87,0.0,0.0,0.0,6 days 00:00:00.000000000
1562,5061,2014-03-11,2014-07-21,511.94,1388.06,0.0,0.0,0.0,132 days 00:00:00.000000000
1563,5061,2014-11-18,2014-12-15,353.28,46.72000000000001,0.0,0.0,0.0,27 days 00:00:00.000000000
1564,5061,2014-12-23,2015-01-05,0.0,200.0,0.0,0.0,0.0,13 days 00:00:00.000000000
1565,5061,2015-02-10,2015-03-16,469.7700000000001,30.229999999999997,0.0,0.0,0.0,34 days 00:00:00.000000000
1566,5061,2015-08-11,2015-11-23,63.04,902.94,303.42,118.78000000000002,0.0,104 days 00:00:00.000000000
1567,5061,2016-07-12,2016-08-15,20.03,479.97,0.0,0.0,0.0,34 days 00:00:00.000000000
1568,5061,2016-09-27,2017-05-01,1272.8000000000002,873.22,596.5699999999996,357.40999999999997,0.0,216 days 00:00:00.000000000
1569,5061,2017-06-13,2017-06-19,99.75,0.25,0.0,0.0,0.0,6 days 00:00:00.000000000
1570,5061,2017-06-27,2017-07-10,188.68,11.32,0.0,0.0,0.0,13 days 00:00:00.000000000
1571,5061,2017-09-19,2018-01-01,0.0,328.43,550.82,220.79,0.0,104 days 00:00:00.000000000
1572,5063,2010-07-06,2010-08-09,384.6,115.39999999999999,0.0,0.0,0.0,34 days 00:00:00.000000000
1573,5063,2010-08-24,2011-04-25,138.33,466.0799999999999,2096.39,799.1999999999998,0.0,244 days 00:00:00.000000000
1574,5063,2011-06-28,2011-11-28,215.00000000000003,785.5300000000001,1199.4700000000003,0.0,0.0,153 days 00:00:00.000000000
1575,5063,2012-05-15,2013-04-29,1084.89,505.7899999999999,1218.1299999999999,1156.35,541.89,349 days 00:00:00.000000000
1576,5063,2013-07-09,2013-08-12,23.460000000000008,427.01,49.53,0.0,0.0,34 days 00:00:00.000000000
1577,5063,2014-02-25,2014-03-17,276.54999999999995,23.450000000000003,0.0,0.0,0.0,20 days 00:00:00.000000000
1578,5063,2014-08-19,2015-03-23,402.91,940.1700000000002,1756.92,0.0,0.0,216 days 00:00:00.000000000
1579,5063,2015-09-29,2015-11-16,410.14,289.86,0.0,0.0,0.0,48 days 00:00:00.000000000
1580,5063,2016-04-19,2016-05-16,380.52,19.48,0.0,0.0,0.0,27 days 00:00:00.000000000
1581,5063,2016-11-01,2017-05-01,96.02999999999997,1458.3899999999996,930.4300000000001,115.15,0.0,181 days 00:00:00.000000000
1582,5063,2017-09-19,2018-01-01,231.37,196.24999999999997,715.56,356.71999999999997,0.0,104 days 00:00:00.000000000
1583,5065,2010-07-06,2011-04-25,666.1999999999999,1556.39,1832.2100000000003,145.2,0.0,293 days 00:00:00.000000000
1584,5065,2011-06-28,2011-11-28,238.05999999999997,1000.27,961.6700000000001,0.0,0.0,153 days 00:00:00.000000000
1585,5065,2012-05-22,2013-05-06,96.61000000000001,1303.38,530.8,1280.1100000000004,733.7,349 days 00:00:00.000000000
1586,5065,2013-07-09,2013-08-12,68.07000000000002,235.81,196.12,0.0,0.0,34 days 00:00:00.000000000
1587,5065,2014-02-25,2014-05-19,196.95999999999995,1003.0399999999998,0.0,0.0,0.0,83 days 00:00:00.000000000
1588,5065,2014-08-19,2015-03-02,286.62,1522.1600000000003,991.2199999999998,0.0,0.0,195 days 00:00:00.000000000
1589,5065,2015-09-08,2015-11-16,198.86999999999998,785.56,15.57,0.0,0.0,69 days 00:00:00.000000000
1590,5065,2016-03-29,2016-04-04,13.329999999999998,86.67,0.0,0.0,0.0,6 days 00:00:00.000000000
1591,5065,2016-04-19,2016-05-16,0.0,400.0,0.0,0.0,0.0,27 days 00:00:00.000000000
1592,5065,2016-11-08,2017-05-01,122.41000000000001,723.12,1167.04,487.43000000000006,0.0,174 days 00:00:00.000000000
1593,5065,2017-09-12,2018-01-01,104.3,195.7,554.36,546.39,0.0,111 days 00:00:00.000000000
1594,5067,2010-07-06,2011-04-25,344.15,1016.5499999999997,1759.8399999999992,1079.4599999999998,0.0,293 days 00:00:00.000000000
1595,5067,2011-06-28,2011-11-28,160.63000000000002,713.9900000000004,1325.3799999999999,0.0,0.0,153 days 00:00:00.000000000
1596,5067,2012-05-15,2013-02-04,0.0,919.74,846.48,953.3599999999999,576.6800000000001,265 days 00:00:00.000000000
1597,5067,2013-07-09,2013-08-12,228.76,271.24,0.0,0.0,0.0,34 days 00:00:00.000000000
1598,5067,2014-09-09,2015-03-30,81.28,558.8000000000001,2147.13,112.8,0.0,202 days 00:00:00.000000000
1599,5067,2015-10-13,2015-10-26,99.19,100.81,0.0,0.0,0.0,13 days 00:00:00.000000000
1600,5067,2015-11-10,2015-11-16,39.62,60.38,0.0,0.0,0.0,6 days 00:00:00.000000000
1601,5067,2016-07-19,2016-08-15,238.29999999999998,161.7,0.0,0.0,0.0,27 days 00:00:00.000000000
1602,5067,2016-10-11,2017-05-01,967.19,1221.98,510.83,200.0,0.0,202 days 00:00:00.000000000
1603,5067,2017-10-03,2018-01-01,297.25,318.39000000000004,427.20000000000005,257.15999999999997,0.0,90 days 00:00:00.000000000
1604,5069,2010-06-08,2011-05-02,89.98,1188.1399999999999,634.76,2787.11,0.0,328 days 00:00:00.000000000
1605,5069,2011-06-28,2011-12-05,98.51,1178.8300000000002,987.94,34.72,0.0,160 days 00:00:00.000000000
1606,5069,2012-05-15,2013-01-21,1016.1999999999999,992.1999999999999,450.8200000000001,593.0999999999998,0.12,251 days 00:00:00.000000000
1607,5069,2013-07-09,2013-12-02,36.460000000000015,403.67999999999995,1209.01,442.68999999999994,0.0,146 days 00:00:00.000000000
1608,5069,2014-09-30,2014-10-13,199.84,0.16,0.0,0.0,0.0,13 days 00:00:00.000000000
1609,5069,2014-11-18,2015-01-05,602.89,97.11,0.0,0.0,0.0,48 days 00:00:00.000000000
1610,5069,2015-01-13,2015-03-16,357.96999999999997,389.22999999999996,152.8,0.0,0.0,62 days 00:00:00.000000000
1611,5069,2015-08-11,2015-11-23,0.0,472.86000000000007,605.23,321.90999999999997,0.0,104 days 00:00:00.000000000
1612,5069,2016-07-12,2016-08-15,451.53999999999996,48.46,0.0,0.0,0.0,34 days 00:00:00.000000000
1613,5069,2016-09-27,2017-05-01,1474.6900000000003,752.1000000000001,685.5999999999999,187.61,0.0,216 days 00:00:00.000000000
1614,5069,2017-10-03,2018-01-01,406.43999999999994,360.26,160.73000000000002,242.26,0.0,90 days 00:00:00.000000000
1615,5071,2010-08-24,2010-09-13,63.37,236.63,0.0,0.0,0.0,20 days 00:00:00.000000000
1616,5071,2010-12-14,2011-04-25,88.95,253.82999999999998,1557.22,0.0,0.0,132 days 00:00:00.000000000
1617,5071,2011-06-28,2011-11-28,95.12,504.88,1400.0,200.0,0.0,153 days 00:00:00.000000000
1618,5071,2012-05-22,2013-05-27,444.68,482.95000000000005,766.67,1524.8600000000004,624.8599999999999,370 days 00:00:00.000000000
1619,5071,2013-07-09,2013-09-30,541.32,384.4500000000001,274.23,0.0,0.0,83 days 00:00:00.000000000
1620,5071,2014-02-25,2014-03-17,0.5900000000000176,299.40999999999997,0.0,0.0,0.0,20 days 00:00:00.000000000
1621,5071,2014-04-29,2014-08-11,1498.5500000000006,1.4500000000000006,0.0,0.0,0.0,104 days 00:00:00.000000000
1622,5071,2014-11-18,2015-01-05,527.22,172.78,0.0,0.0,0.0,48 days 00:00:00.000000000
1623,5071,2015-02-10,2015-03-30,99.97,600.03,0.0,0.0,0.0,48 days 00:00:00.000000000
1624,5071,2015-10-13,2015-11-16,400.30000000000007,99.13,0.5700000000000001,0.0,0.0,34 days 00:00:00.000000000
1625,5071,2016-03-29,2016-04-04,33.47,66.53,0.0,0.0,0.0,6 days 00:00:00.000000000
1626,5071,2016-04-19,2016-05-16,191.46,208.54000000000002,0.0,0.0,0.0,27 days 00:00:00.000000000
1627,5071,2016-07-05,2016-07-11,95.07,4.93,0.0,0.0,0.0,6 days 00:00:00.000000000
1628,5071,2016-10-04,2017-05-22,491.6700000000001,546.2299999999999,1272.2600000000002,989.8399999999998,0.0,230 days 00:00:00.000000000
1629,5071,2017-09-19,2018-01-01,92.41,293.84000000000003,625.75,488.0,0.0,104 days 00:00:00.000000000
1630,5073,2010-04-13,2012-03-26,313.01000000000005,1744.2600000000004,2183.3599999999997,1931.3499999999992,589.36,713 days 00:00:00.000000000
1631,5073,2012-05-22,2013-12-02,708.4,2790.9800000000005,2808.419999999999,1554.4700000000003,0.0,559 days 00:00:00.000000000
1632,5073,2014-01-28,2014-02-10,175.45,24.55,0.0,0.0,0.0,13 days 00:00:00.000000000
1633,5073,2014-02-25,2014-11-24,1239.83,2660.17,0.0,0.0,0.0,272 days 00:00:00.000000000
1634,5073,2014-12-23,2015-01-05,190.94,9.06,0.0,0.0,0.0,13 days 00:00:00.000000000
1635,5073,2015-08-04,2015-11-09,50.78,310.38,252.39000000000001,542.3900000000001,2.63,97 days 00:00:00.000000000
1636,5073,2016-07-12,2016-08-15,85.25,395.71000000000004,19.04,0.0,0.0,34 days 00:00:00.000000000
1637,5073,2016-09-27,2017-01-23,46.11999999999999,777.8000000000001,806.4399999999999,69.64000000000001,0.0,118 days 00:00:00.000000000
1638,5073,2017-02-28,2017-05-22,579.27,620.73,0.0,0.0,0.0,83 days 00:00:00.000000000
1639,5073,2017-09-19,2018-01-01,0.0,373.04,426.96000000000004,602.99,0.0,104 days 00:00:00.000000000
1640,5075,2010-06-22,2010-06-28,98.71,1.29,0.0,0.0,0.0,6 days 00:00:00.000000000
1641,5075,2010-07-06,2011-04-25,675.72,559.14,1440.94,1524.1999999999998,0.0,293 days 00:00:00.000000000
1642,5075,2011-06-28,2011-11-14,448.6,1528.9500000000003,22.449999999999996,0.0,0.0,139 days 00:00:00.000000000
1643,5075,2012-05-01,2013-02-04,194.44,391.1499999999999,1314.4099999999996,1003.94,500.0,279 days 00:00:00.000000000
1644,5075,2013-04-09,2013-04-15,96.03,3.97,0.0,0.0,0.0,6 days 00:00:00.000000000
1645,5075,2013-07-09,2013-08-12,293.4,206.6,0.0,0.0,0.0,34 days 00:00:00.000000000
1646,5075,2014-02-25,2014-04-28,807.6499999999999,92.35,0.0,0.0,0.0,62 days 00:00:00.000000000
1647,5075,2014-08-19,2015-03-23,534.2800000000001,1167.8,1397.92,0.0,0.0,216 days 00:00:00.000000000
1648,5075,2015-09-08,2015-11-09,567.3499999999999,332.65,0.0,0.0,0.0,62 days 00:00:00.000000000
1649,5075,2016-03-29,2016-04-04,92.71,7.29,0.0,0.0,0.0,6 days 00:00:00.000000000
1650,5075,2016-04-19,2016-05-16,379.36,20.64,0.0,0.0,0.0,27 days 00:00:00.000000000
1651,5075,2016-07-19,2016-08-15,393.29,6.71,0.0,0.0,0.0,27 days 00:00:00.000000000
1652,5075,2016-11-01,2017-04-24,303.36000000000007,1228.1999999999998,830.6600000000001,137.78,0.0,174 days 00:00:00.000000000
1653,5075,2017-09-19,2018-01-01,195.24,220.90999999999997,761.9899999999999,321.2,0.0,104 days 00:00:00.000000000
1654,5077,2010-06-22,2011-05-02,44.22999999999999,401.45,2541.0200000000004,1513.3,0.0,314 days 00:00:00.000000000
1655,5077,2011-06-28,2011-07-11,20.460000000000008,179.54,0.0,0.0,0.0,13 days 00:00:00.000000000
1656,5077,2011-07-19,2011-11-28,95.18,949.06,855.76,0.0,0.0,132 days 00:00:00.000000000
1657,5077,2012-05-01,2013-01-21,130.62,968.91,897.08,987.3099999999998,0.0,265 days 00:00:00.000000000
1658,5077,2013-07-16,2013-12-23,261.04,1524.1599999999996,499.34,15.46,0.0,160 days 00:00:00.000000000
1659,5077,2014-09-30,2015-03-23,1083.79,798.78,454.46000000000004,162.97,0.0,174 days 00:00:00.000000000
1660,5077,2015-08-11,2015-11-23,699.56,420.25,293.33000000000004,86.86,0.0,104 days 00:00:00.000000000
1661,5077,2016-07-19,2016-08-22,127.28999999999999,372.71000000000004,0.0,0.0,0.0,34 days 00:00:00.000000000
1662,5077,2016-09-27,2017-05-01,790.6499999999999,1168.9500000000003,940.4000000000001,200.0,0.0,216 days 00:00:00.000000000
1663,5077,2017-11-14,2018-01-01,157.01,301.03,165.78,76.18,0.0,48 days 00:00:00.000000000
1664,5079,2010-03-30,2010-04-05,99.26,0.74,0.0,0.0,0.0,6 days 00:00:00.000000000
1665,5079,2010-04-13,2011-12-05,1425.78,2090.37,2272.4799999999996,2438.3800000000006,0.0,601 days 00:00:00.000000000
1666,5079,2012-05-15,2012-11-12,81.46000000000002,1121.4899999999998,411.09000000000003,940.9100000000001,0.0,181 days 00:00:00.000000000
1667,5079,2013-07-09,2013-12-02,98.96,484.93,718.5700000000002,559.6099999999999,0.0,146 days 00:00:00.000000000
1668,5079,2015-02-03,2015-03-02,0.0,400.0,0.0,0.0,0.0,27 days 00:00:00.000000000
1669,5079,2015-08-11,2015-11-23,0.0,603.07,479.17999999999995,317.75,0.0,104 days 00:00:00.000000000
1670,5079,2016-03-01,2016-03-14,199.92,0.08,0.0,0.0,0.0,13 days 00:00:00.000000000
1671,5079,2016-09-27,2017-05-01,392.85,1368.6100000000001,1235.3799999999999,103.16,0.0,216 days 00:00:00.000000000
1672,5079,2017-10-17,2018-01-01,213.62,367.32,227.27,217.26999999999998,0.0,76 days 00:00:00.000000000
1673,5081,2010-05-11,2010-05-24,195.37,4.630000000000001,0.0,0.0,0.0,13 days 00:00:00.000000000
1674,5081,2010-06-01,2010-06-14,10.950000000000005,189.05,0.0,0.0,0.0,13 days 00:00:00.000000000
1675,5081,2010-06-29,2010-08-02,448.76,51.24,0.0,0.0,0.0,34 days 00:00:00.000000000
1676,5081,2010-08-31,2012-03-26,1379.9700000000003,2363.27,1492.28,1602.6900000000003,720.6300000000001,573 days 00:00:00.000000000
1677,5081,2012-05-22,2013-06-10,142.7,515.05,1217.4199999999998,2431.4399999999996,0.0,384 days 00:00:00.000000000
1678,5081,2013-07-02,2013-12-09,563.7,676.75,602.21,441.5299999999999,0.0,160 days 00:00:00.000000000
1679,5081,2014-02-25,2014-03-03,95.86,4.14,0.0,0.0,0.0,6 days 00:00:00.000000000
1680,5081,2014-03-11,2014-04-14,3.1000000000000227,496.9,0.0,0.0,0.0,34 days 00:00:00.000000000
1681,5081,2014-04-29,2015-03-09,1896.499999999999,2428.810000000001,174.69,0.0,0.0,314 days 00:00:00.000000000
1682,5081,2015-08-04,2015-11-09,20.190000000000012,238.92,338.53999999999996,416.99,48.95,97 days 00:00:00.000000000
1683,5081,2016-07-12,2016-08-15,27.75,472.25,0.0,0.0,0.0,34 days 00:00:00.000000000
1684,5081,2016-09-27,2017-05-15,1494.36,740.9800000000001,557.02,364.82,0.0,230 days 00:00:00.000000000
1685,5081,2017-06-27,2017-07-10,185.94,14.059999999999999,0.0,0.0,0.0,13 days 00:00:00.000000000
1686,5081,2017-09-19,2018-01-01,0.0,308.24,591.63,424.47999999999996,0.0,104 days 00:00:00.000000000
1687,5083,2010-06-22,2010-06-28,91.85,8.15,0.0,0.0,0.0,6 days 00:00:00.000000000
